ingestion_time,api_time,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,geo_altitude,on_ground,velocity,speed_kmh,true_track,vertical_rate,squawk,spi,position_source,region,baro_altitude_ft,geo_altitude_ft,altitude_band,aircraft_location_wkt
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,8966d3,ETD204,United Arab Emirates,2026-05-25 13:22:16+00:00,2026-05-25 13:22:16+00:00,73.1959,19.2899,2606.04,2674.62,False,136.84,492.624,90.22,-2.28,,False,0,India,8550.0002736,8775.000280799999,"0-5,000 m",POINT(73.1959 19.2899)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,760a09,SIF737,Pakistan,2026-05-25 13:22:19+00:00,2026-05-25 13:22:19+00:00,72.0431,29.9028,10668.0,11277.6,False,248.06,893.0160000000001,53.18,0.0,,False,0,India,35000.00112,37000.001184,"10,000-12,000 m",POINT(72.0431 29.9028)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,75041b,MXD182,Malaysia,2026-05-25 13:19:45+00:00,2026-05-25 13:19:45+00:00,88.1883,20.951,11582.4,12336.78,False,247.19,889.884,340.17,0.33,,False,0,India,38000.001216,40475.0012952,"10,000-12,000 m",POINT(88.1883 20.951)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,abd336,GTI585,United States,2026-05-25 13:21:17+00:00,2026-05-25 13:21:21+00:00,90.3961,23.8555,,,True,0.06,0.216,233.44,,,False,0,India,,,,POINT(90.3961 23.8555)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,06a30c,QTR8040,Qatar,2026-05-25 13:22:20+00:00,2026-05-25 13:22:20+00:00,90.6459,22.5825,10668.0,11353.8,False,261.2,940.3199999999999,85.26,0.0,,False,0,India,35000.00112,37250.001191999996,"10,000-12,000 m",POINT(90.6459 22.5825)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,4ba892,THY6190,Turkey,2026-05-25 13:22:21+00:00,2026-05-25 13:22:22+00:00,80.5466,27.1623,12496.8,13213.08,False,250.13,900.468,109.96,-0.33,,False,0,India,41000.001312,43350.0013872,"12,000+ m",POINT(80.5466 27.1623)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,800b14,IGO38RA,India,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,76.7601,28.236,10134.6,10698.48,False,243.43,876.3480000000001,205.81,7.8,,False,0,India,33250.001064000004,35100.001123199996,"10,000-12,000 m",POINT(76.7601 28.236)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,800b57,VTAUV,India,2026-05-25 13:22:21+00:00,2026-05-25 13:22:21+00:00,77.7644,13.5578,4244.34,4419.6,False,138.19,497.484,200.26,-4.55,,False,0,India,13925.0004456,14500.000464,"0-5,000 m",POINT(77.7644 13.5578)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,800b99,AXB1041,India,2026-05-25 13:22:21+00:00,2026-05-25 13:22:22+00:00,79.1949,27.5739,10668.0,11231.88,False,259.84,935.424,106.21,-0.33,,False,0,India,35000.00112,36850.0011792,"10,000-12,000 m",POINT(79.1949 27.5739)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,4d239a,,Malta,2026-05-25 13:22:18+00:00,2026-05-25 13:22:21+00:00,77.0982,28.5643,350.52,182.88,False,84.24,303.264,285.22,7.15,,False,0,India,1150.0000367999999,600.0000192,"0-5,000 m",POINT(77.0982 28.5643)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,4d239c,SEJ681,Malta,2026-05-25 13:22:20+00:00,2026-05-25 13:22:20+00:00,72.7609,19.163,1569.72,1562.1,False,139.04,500.544,352.56,12.68,,False,0,India,5150.0001648,5125.000164,"0-5,000 m",POINT(72.7609 19.163)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,800b9a,AXB2176,India,2026-05-25 13:18:26+00:00,2026-05-25 13:18:26+00:00,77.7618,13.1891,1089.66,1028.7,False,82.32,296.352,270.72,-3.9,,False,0,India,3575.0001144000003,3375.000108,"0-5,000 m",POINT(77.7618 13.1891)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,800b9e,AXB2381,India,2026-05-25 13:22:13+00:00,2026-05-25 13:22:13+00:00,72.9032,19.7645,11277.6,11993.88,False,231.71,834.1560000000001,2.42,0.33,2003,False,0,India,37000.001184,39350.0012592,"10,000-12,000 m",POINT(72.9032 19.7645)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,800b80,SEJ496,India,2026-05-25 13:21:52+00:00,2026-05-25 13:22:09+00:00,77.9268,28.5489,2438.4,2506.98,False,124.92,449.712,274.72,0.0,,False,0,India,8000.000256,8225.0002632,"0-5,000 m",POINT(77.9268 28.5489)
2026-05-25 13:22:38.646455+00:00,2026-05-25 13:22:22+00:00,3c4588,BOX530,Germany,2026-05-25 13:22:16+00:00,2026-05-25 13:22:17+00:00,88.1693,22.8561,10668.0,11361.42,False,257.59,927.324,124.83,0.0,,False,0,India,35000.00112,37275.0011928,"10,000-12,000 m",POINT(88.1693 22.8561)
